4.894056448757073529e-04 2.404277084402160370e-05
-4.790334412396262363e-04 -1.031263509275845598e-04
4.899976506249164015e-04 -2.565645676490620402e-09
4.899985835956934248e-04 -4.387973723562224070e-09
4.894056448757073529e-04 2.404277084402160370e-05
-4.790334412396262363e-04 -1.031263509275845598e-04
4.899976506249164015e-04 -2.565645676490620402e-09
4.899985835956934248e-04 -4.387973723562224070e-09
-5.943362159843354475e-11 1.483511548367344880e-10
-3.541707132919628270e-10 2.240729724976766452e-10
1.601616530914375114e-10 -4.741588667631625188e-12
-2.825961578460656209e-11 2.403144141497864312e-11
-1.379026406955752293e-10 1.889087462847438559e-10
3.308421412333081851e-10 1.422399896767587793e-10
-1.332661748899406382e-10 -1.589841275988330239e-10
-2.724591191904626502e-11 1.019986635535522843e-12
-8.684947190750397389e-11 -1.135783307193495312e-10
-2.146534493849507517e-11 -2.812636236974893012e-11
-1.267293775196327222e-10 -1.355643844358848843e-10
1.060952285883548407e-10 2.252723270273216144e-10
8.493288180368182020e-11 1.617552493463994167e-10
1.880779192147956236e-10 -5.019130242046838289e-11
-8.761895730941400618e-11 -3.024235383288955819e-10
-6.070688126613624259e-11 -6.166932099736945678e-11
5.292125450193559645e-11 -1.402899733094348690e-10
-1.837621290353597757e-10 -9.122353016847509840e-11
2.977455664851790842e-11 6.462257372434196237e-11
2.045202930807186781e-10 3.064925463593202812e-10
-2.006499530838562022e-10 -1.098251124071755266e-10
1.542284790565883832e-10 -6.298644240571094070e-11
-3.590441718276703994e-11 -6.067330967564094290e-11
-8.848573775027819731e-11 1.539117616246225276e-10
1.939970801875211178e-11 -9.263255984853012304e-12
-1.048618952398781921e-11 1.520037984789434428e-10
2.052727152792265022e-10 5.292171506847230297e-11
-7.519332191665084444e-11 6.496975091096125911e-11
1.165026908033275932e-10 -3.162274286958781931e-10
-9.060126475544097832e-11 3.586083063040067831e-11
-1.760230799439197370e-10 -5.086053388779892502e-11
-1.351466034937199419e-10 -3.094470254538402266e-11
2.149726899176122137e-10 -2.065331507351419891e-10
1.579638360664321748e-10 2.523202940663590291e-11
3.300821290824561490e-10 -4.185902501327539333e-11
-4.108578189184467946e-11 4.833419087441747033e-11
-2.033021145245301971e-10 5.732266845359902049e-13
8.870917624691938322e-11 1.228722816381688374e-10
-1.267658376435631245e-10 3.829377078111900472e-11
-4.670004469655456746e-11 7.343563709533675540e-11
1.203455240786408406e-10 3.188383845530061753e-10
-1.555946266394879007e-10 8.476725607643634924e-11
-4.970265997173584369e-11 -1.407584619048220569e-10
-5.924088919213739298e-11 5.611561713960793036e-13
3.841171246596801522e-11 -5.640295739512859275e-12
1.019916165311263549e-10 -1.175111782603919443e-10
-3.982354633573772421e-11 9.517774058903408829e-11
1.113684820574992518e-10 9.652265549616896917e-12
-1.494105878472616244e-10 -2.322902763500681450e-11
-1.222971378452157627e-10 -1.806754405876848330e-10
-9.146823757374314090e-11 -1.172069046276143697e-10
1.282037463494575569e-10 -1.392029418664552574e-10
-1.293636995563656632e-10 1.030929544137497344e-10
1.522917349915285572e-10 -1.846523531479373087e-10
-2.947523538165654534e-10 -2.379191757017233047e-10
-1.231115294403965925e-10 -6.961598239411452771e-12
-1.871052832816880970e-10 -8.598261393131547787e-11
-4.579768636570852498e-11 1.818686443030898917e-10
-1.380609079651393714e-10 1.365508069475153547e-10
3.339045710584289242e-10 -1.680039771778716746e-10
1.613329612520122804e-10 4.556944230897657235e-11
1.389043037521633854e-10 -7.176114760019898506e-11
-4.576761694806841359e-11 -4.682125941277319015e-11
4.527476837440179940e-11 -1.040552686462268233e-10
2.153257926569202647e-11 9.667975209394921733e-12
9.410098611821993320e-11 -5.155704670824981357e-11
-1.238221250949627617e-10 3.536484550001290222e-11
3.013185564288101385e-10 -1.967218625080698636e-10
3.195430434910529608e-11 -7.573114505677789860e-11
1.298236808665582633e-10 2.283458524141752797e-10
-1.395242255680704760e-10 7.176979824256378806e-11
-1.510644736144290192e-10 -2.461976647024456366e-10
-9.868821143058208742e-11 7.257561063158308937e-11
1.597055578753025662e-10 8.193179828623279619e-11
-4.213376237260997688e-11 -6.675862785676631664e-11
2.675377464342147289e-10 -1.357942262503267740e-10
-3.849972326674181543e-11 -7.390148358994796056e-11
-2.952003163417028057e-10 2.894207951510445700e-10
-1.076863870538688128e-10 2.263203379505312662e-10
-7.915963245443835453e-11 3.294500388840498157e-10
2.263505742075503246e-10 4.433782766515692490e-11
7.500650226985050264e-11 4.525844855824724117e-11
-1.530823613444054520e-10 2.780273795554982982e-10
-6.569241528669084793e-11 1.698611626133158641e-10
6.330701274222250057e-11 -1.934124102435820877e-10
1.568885314421745654e-10 1.881333918050065629e-10
-9.101702939964752778e-11 6.009809083210171726e-11
-6.339352857299491982e-11 -2.719489517281485823e-11
1.901433898427552993e-10 3.847608730493490051e-11
1.452825974769652736e-10 -8.228870278719460610e-11
-3.448122529196896785e-11 -7.346358300917718559e-11
-8.654630116052471648e-12 3.420303754270134544e-11
-1.545545330617074393e-10 -3.709443591034641677e-11
-5.226661453389438289e-12 7.416818086121769599e-11
